Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,Visibility (km),Cc_clear,Cc_cloudy,Cc_overcast,Cc_partly cloudy,Ss_Autumn,Ss_Spring,Ss_Summer,Ss_Winter,Lc_coastal,Lc_inland,Lc_mountain,UV Index,Weather Type
31.0,74,13.5,35.0,1004.01,7.0,0,0,1,0,0,0,0,1,0,1,0,4,Cloudy
22.0,21,5.0,12.0,1028.04,7.5,1,0,0,0,1,0,0,0,1,0,0,5,Sunny
26.0,79,6.5,75.0,1012.03,5.0,0,0,0,1,0,0,1,0,0,1,0,5,Cloudy
31.0,75,8.0,80.0,1026.17,8.0,0,0,0,1,0,0,1,0,0,0,1,9,Sunny
-2.0,76,2.5,79.0,994.27,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
33.0,37,6.5,12.0,1016.71,9.5,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
25.0,57,10.0,0.0,1017.98,6.5,1,0,0,0,0,0,0,1,1,0,0,5,Sunny
27.0,85,9.0,76.0,1016.44,1.5,0,0,1,0,0,1,0,0,0,1,0,3,Rainy
38.0,45,1.5,10.0,1010.28,5.0,0,0,0,1,0,0,1,0,1,0,0,10,Sunny
39.0,68,7.0,14.0,1010.04,10.0,1,0,0,0,0,0,1,0,1,0,0,10,Sunny
34.0,54,10.0,10.0,1018.17,7.0,0,0,0,1,1,0,0,0,0,1,0,1,Cloudy
-6.0,96,18.0,62.0,980.22,2.0,0,0,0,1,0,0,0,1,0,1,0,1,Snowy
-7.0,96,15.0,81.0,981.53,4.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
16.0,86,16.0,71.0,996.15,4.5,0,0,1,0,0,0,0,1,1,0,0,1,Rainy
22.0,71,12.5,84.0,990.67,3.5,0,0,0,1,1,0,0,0,0,0,1,0,Rainy
22.0,59,6.5,41.0,1015.79,8.5,0,0,1,0,0,1,0,0,0,1,0,1,Cloudy
26.0,90,26.0,88.0,998.97,2.5,0,0,0,1,0,0,1,0,1,0,0,4,Rainy
30.0,66,4.0,9.0,1020.44,10.0,0,0,0,1,0,0,0,1,0,0,1,5,Sunny
26.0,20,8.5,7.0,1016.15,8.0,1,0,0,0,0,1,0,0,1,0,0,6,Sunny
35.0,67,9.5,5.0,1029.56,7.0,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
29.0,29,1.0,10.0,1024.76,7.5,1,0,0,0,0,1,0,0,0,1,0,6,Sunny
33.0,25,6.0,1.0,1011.52,5.5,0,0,0,1,0,1,0,0,0,0,1,11,Sunny
38.0,36,6.0,2.0,1027.34,7.5,1,0,0,0,0,0,0,1,0,0,1,9,Sunny
23.0,70,10.5,12.0,1017.13,6.5,0,0,0,1,0,1,0,0,1,0,0,2,Cloudy
26.0,65,18.5,58.0,1018.62,4.0,0,0,1,0,0,0,1,0,1,0,0,1,Rainy
17.0,60,9.0,80.0,991.92,2.5,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
32.0,67,2.5,3.0,1014.58,6.5,1,0,0,0,1,0,0,0,1,0,0,8,Sunny
26.0,63,2.5,27.0,1005.24,7.0,0,0,0,1,0,1,0,0,0,0,1,3,Cloudy
18.0,95,14.5,92.0,991.4,2.5,0,0,1,0,1,0,0,0,0,1,0,2,Rainy
-10.0,94,14.5,88.0,989.37,1.0,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
-7.0,75,4.0,96.0,980.04,4.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
-4.0,60,19.0,75.0,996.27,1.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
23.0,78,8.0,19.0,1001.22,7.0,0,0,0,1,0,0,0,1,1,0,0,2,Cloudy
31.0,71,17.0,57.0,1002.76,2.0,0,0,1,0,1,0,0,0,0,0,1,1,Rainy
-7.0,73,4.0,65.0,989.71,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
12.0,68,5.5,26.0,1009.16,8.5,0,0,1,0,0,1,0,0,1,0,0,3,Cloudy
18.0,96,5.0,59.0,995.52,3.0,0,0,1,0,0,1,0,0,0,0,1,0,Rainy
-6.0,70,12.0,90.0,986.25,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
35.0,55,0.5,13.0,1021.43,5.5,1,0,0,0,0,1,0,0,0,0,1,11,Sunny
34.0,49,1.0,11.0,1014.91,7.5,1,0,0,0,0,1,0,0,0,0,1,5,Sunny
2.0,78,11.0,65.0,998.54,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
32.0,89,18.0,60.0,991.38,2.5,0,0,1,0,1,0,0,0,0,1,0,1,Rainy
32.0,62,7.5,19.0,1027.75,6.0,1,0,0,0,1,0,0,0,0,1,0,8,Sunny
15.0,59,1.0,32.0,1019.56,8.5,0,0,0,1,0,1,0,0,0,1,0,1,Cloudy
22.0,75,25.0,81.0,991.61,3.0,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
26.0,72,9.0,39.0,1019.45,7.0,0,0,1,0,0,0,1,0,0,1,0,3,Cloudy
42.0,33,5.5,19.0,1028.78,6.5,0,0,0,1,0,1,0,0,0,1,0,8,Sunny
33.0,95,4.5,79.0,1010.1,10.0,0,0,0,1,0,0,0,1,1,0,0,14,Cloudy
32.0,54,13.0,26.0,1015.9,7.0,0,0,0,1,1,0,0,0,0,1,0,1,Cloudy
27.0,66,11.5,28.0,1003.18,6.0,0,0,1,0,1,0,0,0,0,1,0,1,Cloudy
13.0,75,7.0,16.0,1017.22,6.0,0,0,1,0,0,0,0,1,0,0,1,4,Cloudy
24.0,52,7.0,6.0,1025.06,6.0,1,0,0,0,0,0,1,0,1,0,0,7,Sunny
26.0,25,6.0,2.0,1022.75,9.5,1,0,0,0,0,0,1,0,0,1,0,9,Sunny
-1.0,94,8.5,52.0,985.86,1.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
21.0,91,12.5,81.0,1000.03,2.0,0,0,0,1,0,1,0,0,1,0,0,3,Rainy
30.0,67,1.0,43.0,1007.76,8.5,0,0,0,1,1,0,0,0,0,0,1,1,Cloudy
34.0,42,2.0,3.0,1024.53,10.0,0,0,0,1,0,0,1,0,1,0,0,11,Sunny
2.0,92,16.5,53.0,987.92,1.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
32.0,20,13.0,80.0,1037.51,4.0,0,1,0,0,0,1,0,0,0,0,1,12,Snowy
15.0,59,11.0,24.0,1006.94,8.0,0,0,0,1,1,0,0,0,0,0,1,1,Cloudy
34.0,64,2.0,44.0,1005.61,7.0,0,0,1,0,0,1,0,0,1,0,0,2,Cloudy
30.0,78,14.0,34.0,1004.74,8.5,0,0,1,0,0,1,0,0,1,0,0,4,Cloudy
34.0,21,6.5,3.0,1014.34,5.5,0,0,0,1,1,0,0,0,0,0,1,7,Sunny
24.0,65,3.0,6.0,1021.21,8.0,1,0,0,0,1,0,0,0,1,0,0,8,Sunny
32.0,73,9.0,77.0,998.17,2.5,0,0,1,0,0,0,0,1,1,0,0,3,Rainy
-4.0,81,17.5,89.0,997.75,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
38.0,57,5.0,9.0,1013.37,5.0,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
15.0,53,10.5,19.0,1011.26,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Cloudy
25.0,37,6.5,7.0,1019.32,6.5,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
28.0,63,3.0,12.0,1019.8,7.5,0,0,1,0,1,0,0,0,0,0,1,3,Cloudy
13.0,98,9.0,55.0,1001.88,3.5,0,0,1,0,0,0,1,0,1,0,0,1,Rainy
22.0,66,3.0,30.0,1003.22,6.5,0,0,1,0,1,0,0,0,1,0,0,2,Cloudy
41.0,52,3.0,18.0,1029.47,7.5,0,0,0,1,0,0,1,0,0,1,0,10,Sunny
23.0,59,10.5,32.0,1008.34,6.5,0,0,0,1,0,0,0,1,0,1,0,3,Cloudy
13.0,78,11.0,24.0,1016.5,7.5,0,0,1,0,1,0,0,0,0,0,1,2,Cloudy
30.0,87,10.5,85.0,1013.72,2.5,0,0,0,1,0,0,0,1,0,0,1,0,Rainy
26.0,44,5.5,10.0,1019.43,7.0,0,0,0,1,0,0,0,1,1,0,0,11,Sunny
12.0,60,14.5,80.0,1010.63,3.0,0,0,1,0,0,0,1,0,1,0,0,3,Rainy
-1.0,98,13.0,78.0,999.53,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
26.0,64,10.5,40.0,1015.27,6.0,0,0,1,0,0,1,0,0,0,0,1,3,Cloudy
35.0,51,3.0,7.0,1025.7,9.0,1,0,0,0,1,0,0,0,0,1,0,9,Sunny
1.0,85,8.0,96.0,990.21,4.5,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
26.0,50,10.0,9.0,1028.41,5.0,0,0,0,1,0,0,1,0,0,1,0,10,Sunny
42.0,41,9.0,9.0,1015.33,8.5,1,0,0,0,0,0,0,1,1,0,0,11,Sunny
22.0,94,13.0,97.0,1000.85,1.0,0,0,1,0,0,1,0,0,0,0,1,1,Rainy
27.0,79,21.0,102.0,1012.82,2.5,0,0,1,0,0,0,1,0,0,1,0,12,Rainy
-9.0,69,3.0,90.0,986.24,1.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
32.0,81,10.5,53.0,1014.18,4.0,0,0,1,0,0,0,0,1,0,1,0,3,Rainy
19.0,95,17.5,53.0,1001.25,3.0,0,0,1,0,0,1,0,0,0,0,1,2,Rainy
28.0,48,5.0,4.0,1026.54,8.5,0,0,0,1,0,0,1,0,0,0,1,10,Sunny
18.0,60,5.5,23.0,1012.11,6.0,0,0,0,1,1,0,0,0,0,1,0,2,Cloudy
14.0,62,15.0,28.0,1000.67,8.5,0,0,1,0,0,1,0,0,0,0,1,2,Cloudy
26.0,54,2.5,3.0,1014.16,6.5,1,0,0,0,1,0,0,0,0,0,1,11,Sunny
37.0,68,2.0,8.0,1024.28,8.5,0,0,0,1,0,0,0,1,0,0,1,5,Sunny
1.0,64,2.0,61.0,982.34,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-1.0,76,13.5,60.0,993.26,3.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
3.0,66,2.5,54.0,983.49,4.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
-7.0,67,13.5,89.0,988.88,2.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
10.0,72,11.5,90.0,1007.97,3.0,0,0,1,0,0,1,0,0,0,0,1,3,Rainy
20.0,79,3.5,17.0,1014.81,8.0,0,0,0,1,0,0,0,1,0,0,1,3,Cloudy
32.0,77,12.5,87.0,1023.85,1.0,0,0,0,1,0,1,0,0,0,0,1,10,Sunny
21.0,69,6.0,45.0,1016.53,7.5,0,0,1,0,0,0,0,1,0,1,0,1,Cloudy
21.0,65,9.5,12.0,1018.91,9.0,1,0,0,0,0,0,1,0,1,0,0,11,Sunny
6.0,98,9.5,86.0,994.28,5.0,0,0,1,0,0,0,0,1,0,1,0,7,Snowy
1.0,87,5.5,66.0,983.9,2.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
32.0,60,2.5,0.0,1020.69,9.0,1,0,0,0,0,1,0,0,0,1,0,10,Sunny
4.0,74,7.0,62.0,999.73,3.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-6.0,21,3.0,29.0,979.31,6.5,0,1,0,0,0,1,0,0,1,0,0,7,Cloudy
30.0,21,7.5,1.0,1011.23,6.0,1,0,0,0,0,0,0,1,1,0,0,9,Sunny
-10.0,92,1.0,88.0,997.89,3.0,0,0,0,1,0,0,0,1,0,1,0,1,Snowy
29.0,33,4.5,4.0,1012.76,10.0,1,0,0,0,0,1,0,0,1,0,0,8,Sunny
29.0,60,7.5,99.0,1013.75,2.0,0,0,0,1,0,1,0,0,0,0,1,2,Rainy
19.0,61,17.5,65.0,1013.25,1.5,0,0,0,1,0,0,0,1,1,0,0,0,Rainy
20.0,71,11.5,53.0,991.0,4.0,0,0,1,0,0,1,0,0,0,1,0,1,Rainy
17.0,79,14.0,31.0,1013.39,5.0,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
17.0,52,2.0,32.0,1017.72,6.0,0,0,0,1,0,0,1,0,1,0,0,3,Cloudy
31.0,63,8.0,7.0,1029.85,10.0,1,0,0,0,0,0,1,0,0,0,1,8,Sunny
31.0,73,13.0,88.0,995.68,1.5,0,0,0,1,0,1,0,0,1,0,0,2,Rainy
24.0,56,1.5,40.0,1018.87,7.5,0,0,1,0,1,0,0,0,0,1,0,2,Cloudy
29.0,81,17.5,85.0,1026.36,5.5,1,0,0,0,0,0,0,1,1,0,0,0,Sunny
1.0,71,11.0,66.0,990.72,2.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
27.0,44,2.5,1.0,1021.08,6.5,0,0,0,1,0,0,0,1,1,0,0,8,Sunny
-9.0,69,1.5,79.0,999.75,4.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
1.0,70,3.5,62.0,986.83,4.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
25.0,38,1.5,6.0,1027.56,8.5,1,0,0,0,1,0,0,0,0,1,0,5,Sunny
15.0,53,6.5,37.0,1001.53,8.0,0,0,0,1,1,0,0,0,0,0,1,1,Cloudy
-7.0,87,0.0,98.0,996.15,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
0.0,67,8.5,54.0,989.27,5.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
31.0,64,15.0,81.0,1002.87,2.0,0,0,1,0,0,0,0,1,0,0,1,3,Rainy
-2.0,91,0.5,81.0,994.24,3.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
26.0,34,0.5,13.0,1022.11,8.5,1,0,0,0,0,1,0,0,0,1,0,5,Sunny
30.0,72,13.0,91.0,1003.36,4.0,0,0,0,1,0,1,0,0,0,1,0,1,Rainy
-7.0,95,16.5,93.0,982.11,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-1.0,88,3.0,82.0,985.51,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
30.0,63,0.5,8.0,1025.08,6.5,0,0,0,1,0,0,1,0,0,1,0,5,Sunny
29.0,105,16.5,71.0,1005.0,0.5,0,0,0,1,0,0,1,0,1,0,0,9,Rainy
13.0,58,7.5,37.0,1005.43,5.5,0,0,0,1,1,0,0,0,1,0,0,1,Cloudy
12.0,69,9.0,26.0,1012.21,7.0,0,0,1,0,0,0,1,0,1,0,0,3,Cloudy
0.0,86,10.5,88.0,996.32,4.5,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
39.0,54,1.5,17.0,1016.75,5.5,1,0,0,0,0,1,0,0,0,0,1,9,Sunny
29.0,58,11.5,16.0,1006.68,7.5,0,0,0,1,0,0,1,0,0,0,1,3,Cloudy
24.0,58,1.5,9.0,1014.18,6.5,1,0,0,0,0,0,0,1,0,0,1,5,Sunny
-6.0,70,13.0,54.0,999.24,2.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-2.0,82,5.0,83.0,991.11,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
30.0,34,9.5,5.0,1021.16,6.5,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
-4.0,65,18.5,96.0,991.44,2.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
23.0,78,1.0,29.0,1013.57,6.0,0,0,0,1,1,0,0,0,1,0,0,2,Cloudy
22.0,50,0.5,6.0,1025.16,5.5,1,0,0,0,0,0,1,0,1,0,0,8,Sunny
18.0,80,8.5,64.0,992.99,1.5,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
24.0,102,13.0,97.0,1010.48,0.5,0,0,1,0,1,0,0,0,0,1,0,12,Rainy
19.0,65,7.5,49.0,1002.71,7.0,0,0,0,1,0,1,0,0,0,1,0,3,Cloudy
12.0,78,6.5,59.0,1016.88,1.5,0,0,0,1,0,0,0,1,0,0,1,3,Rainy
-6.0,67,17.0,73.0,993.6,5.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
35.0,60,7.5,13.0,1012.28,9.0,1,0,0,0,0,1,0,0,0,1,0,9,Sunny
32.0,63,2.0,12.0,1021.42,7.0,1,0,0,0,0,0,0,1,0,0,1,9,Sunny
2.0,78,1.0,63.0,985.11,1.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
-6.0,99,2.5,83.0,985.79,3.0,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
34.0,60,5.0,18.0,1027.04,9.5,1,0,0,0,0,0,0,1,0,1,0,6,Sunny
29.0,78,20.0,84.0,1005.19,5.5,0,0,0,1,0,1,0,0,0,1,0,14,Cloudy
-7.0,62,14.5,86.0,994.65,1.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
27.0,62,6.0,79.0,1019.79,5.0,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
25.0,39,10.5,48.0,992.95,10.0,0,0,1,0,0,1,0,0,0,0,1,0,Cloudy
19.0,70,11.5,106.0,1022.51,6.5,1,0,0,0,0,0,0,1,0,1,0,10,Sunny
-2.0,85,16.0,79.0,987.44,2.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
-5.0,93,3.0,60.0,988.88,4.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
10.0,100,0.5,101.0,1014.57,6.5,1,0,0,0,1,0,0,0,0,0,1,11,Sunny
36.0,76,22.5,91.0,1009.65,4.0,0,0,0,1,0,1,0,0,1,0,0,11,Cloudy
-6.0,63,10.0,99.0,994.16,4.5,0,0,0,1,0,0,0,1,0,0,1,1,Snowy
-7.0,80,3.0,89.0,997.69,1.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
27.0,59,11.5,31.0,1010.08,9.0,0,0,0,1,0,1,0,0,0,0,1,1,Cloudy
31.0,22,3.0,12.0,1026.64,8.0,1,0,0,0,0,0,0,1,1,0,0,11,Sunny
33.0,73,11.0,55.0,1002.33,3.0,0,0,1,0,0,0,1,0,0,0,1,0,Rainy
19.0,98,8.5,62.0,1006.64,2.0,0,0,1,0,1,0,0,0,1,0,0,2,Rainy
34.0,67,2.0,18.0,1012.39,7.5,0,0,0,1,0,0,0,1,0,0,1,1,Cloudy
28.0,58,11.5,22.0,1012.19,9.0,0,0,0,1,0,0,0,1,0,1,0,1,Cloudy
31.0,53,11.5,23.0,1001.6,8.5,0,0,1,0,0,0,1,0,0,0,1,2,Cloudy
20.0,32,6.0,4.0,1023.03,8.5,0,0,0,1,0,1,0,0,0,1,0,9,Sunny
33.0,68,18.0,56.0,1005.55,2.5,0,0,0,1,0,0,1,0,1,0,0,3,Rainy
1.0,40,13.5,68.0,1035.1,10.5,0,1,0,0,0,0,1,0,1,0,0,0,Rainy
10.0,73,10.0,24.0,1011.49,9.0,0,0,1,0,1,0,0,0,1,0,0,4,Cloudy
16.0,65,0.0,33.0,1015.29,6.0,0,0,1,0,0,0,1,0,0,0,1,1,Cloudy
15.0,98,14.5,78.0,1002.19,3.5,0,0,1,0,1,0,0,0,0,0,1,3,Rainy
24.0,75,19.5,106.0,1008.12,5.0,0,0,0,1,0,0,1,0,1,0,0,14,Cloudy
-8.0,66,4.0,75.0,981.63,2.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
-8.0,92,19.0,94.0,988.29,4.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
26.0,80,19.0,84.0,1002.79,4.0,0,0,1,0,0,0,1,0,0,0,1,2,Rainy
17.0,67,13.0,39.0,1005.86,6.5,0,0,1,0,0,1,0,0,0,1,0,3,Cloudy
17.0,78,6.5,68.0,997.11,1.5,0,0,1,0,0,0,0,1,1,0,0,0,Rainy
30.0,74,15.0,87.0,1004.16,2.0,0,0,0,1,0,0,1,0,0,1,0,1,Rainy
12.0,50,3.5,32.0,1007.37,7.0,0,0,0,1,0,0,0,1,0,1,0,2,Cloudy
-1.0,99,17.0,57.0,995.75,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
14.0,106,12.5,89.0,1027.13,7.5,1,0,0,0,0,0,1,0,1,0,0,5,Sunny
20.0,60,7.5,13.0,1006.84,5.0,0,0,1,0,0,0,0,1,0,1,0,1,Cloudy
10.0,81,14.5,63.0,1019.82,4.5,0,0,1,0,0,0,1,0,0,0,1,0,Rainy
31.0,35,3.5,1.0,1021.01,6.5,1,0,0,0,1,0,0,0,0,1,0,8,Sunny
14.0,60,12.5,71.0,1001.28,2.0,0,0,1,0,1,0,0,0,1,0,0,1,Rainy
-1.0,84,14.5,88.0,983.67,3.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
34.0,77,11.5,75.0,1003.73,5.0,0,0,1,0,0,1,0,0,0,1,0,1,Rainy
1.0,94,7.0,96.0,998.51,1.5,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
1.0,99,0.5,84.0,980.34,1.0,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
16.0,76,9.0,66.0,992.65,1.0,0,0,1,0,0,0,1,0,1,0,0,1,Rainy
28.0,20,8.5,19.0,1029.12,5.5,1,0,0,0,0,0,0,1,1,0,0,8,Sunny
33.0,23,2.5,15.0,1018.12,8.0,1,0,0,0,0,1,0,0,0,1,0,7,Sunny
-2.0,61,7.0,92.0,997.44,5.0,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
26.0,73,7.5,47.0,1017.02,6.0,0,0,1,0,0,0,1,0,0,0,1,3,Cloudy
11.0,64,7.5,58.0,984.15,0.5,0,0,0,1,0,0,0,1,0,1,0,0,Sunny
2.0,74,19.0,56.0,980.76,3.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
40.0,96,11.5,95.0,1005.06,7.0,0,0,0,1,0,1,0,0,0,1,0,10,Cloudy
22.0,51,2.0,9.0,1017.16,6.0,1,0,0,0,0,1,0,0,0,1,0,5,Sunny
32.0,56,10.0,15.0,1010.91,7.5,1,0,0,0,0,0,1,0,1,0,0,5,Sunny
26.0,62,7.5,75.0,1002.12,5.0,0,0,1,0,0,0,1,0,0,1,0,2,Rainy
26.0,52,1.5,38.0,1015.92,8.0,0,0,1,0,1,0,0,0,1,0,0,4,Cloudy
1.0,63,18.5,90.0,987.72,2.5,0,0,0,1,0,0,0,1,0,0,1,0,Snowy
40.0,33,8.5,2.0,1011.18,6.0,1,0,0,0,0,1,0,0,0,1,0,11,Sunny
27.0,88,16.0,83.0,1000.97,8.0,0,0,1,0,0,0,1,0,1,0,0,5,Cloudy
10.0,71,5.5,29.0,1002.22,6.5,0,0,1,0,0,0,0,1,0,1,0,4,Cloudy
34.0,57,6.5,2.0,1026.6,6.0,1,0,0,0,0,0,1,0,1,0,0,10,Sunny
-9.0,82,1.5,77.0,987.19,3.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
17.0,71,10.0,95.0,994.75,4.5,0,0,1,0,0,0,1,0,0,1,0,0,Rainy
38.0,43,3.0,5.0,1018.91,8.0,1,0,0,0,1,0,0,0,1,0,0,7,Sunny
4.0,78,13.5,60.0,999.91,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
20.0,63,13.0,31.0,1017.62,5.0,0,0,0,1,0,1,0,0,0,1,0,1,Cloudy
39.0,109,17.0,95.0,1019.88,7.5,0,0,0,1,0,0,1,0,0,1,0,3,Cloudy
19.0,53,14.0,10.0,1018.87,5.5,0,0,0,1,0,0,0,1,1,0,0,2,Cloudy
33.0,62,6.5,88.0,1002.53,4.5,0,0,0,1,0,1,0,0,0,1,0,3,Rainy
30.0,92,3.5,102.0,1009.07,1.0,0,0,0,1,0,0,0,1,0,1,0,14,Cloudy
3.0,91,16.0,88.0,981.77,2.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
14.0,63,12.5,16.0,1003.65,7.5,0,0,0,1,0,0,0,1,1,0,0,3,Cloudy
33.0,76,1.0,12.0,1012.44,8.0,0,0,0,1,0,0,0,1,0,1,0,2,Cloudy
13.0,96,18.5,59.0,1002.55,3.5,0,0,1,0,0,0,1,0,0,0,1,0,Rainy
24.0,80,10.0,87.0,1028.08,9.5,0,0,0,1,0,1,0,0,0,1,0,14,Sunny
22.0,58,9.0,11.0,1015.82,6.0,0,0,0,1,1,0,0,0,1,0,0,3,Cloudy
34.0,26,7.0,15.0,1029.31,5.5,1,0,0,0,0,1,0,0,1,0,0,10,Sunny
29.0,66,17.5,63.0,1010.77,2.0,0,0,0,1,0,0,1,0,0,1,0,1,Rainy
19.0,68,11.5,12.0,1010.04,8.5,0,0,1,0,0,0,1,0,1,0,0,3,Cloudy
-2.0,92,19.5,91.0,988.06,5.0,0,0,1,0,0,0,0,1,0,0,1,3,Snowy
22.0,65,7.0,9.0,1025.95,7.5,1,0,0,0,0,1,0,0,1,0,0,6,Sunny
10.0,74,4.0,35.0,1012.78,9.0,0,0,0,1,0,1,0,0,0,0,1,1,Cloudy
14.0,81,10.0,76.0,995.86,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Rainy
-6.0,62,19.0,74.0,999.22,4.5,0,0,1,0,0,0,0,1,0,0,1,0,Snowy
29.0,95,10.0,87.0,996.58,3.0,0,0,0,1,0,0,1,0,0,1,0,1,Rainy
4.0,71,19.0,61.0,980.33,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
33.0,83,7.5,68.0,994.22,2.5,0,0,0,1,1,0,0,0,0,0,1,2,Rainy
-4.0,77,14.0,86.0,987.1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,Snowy
11.0,60,18.0,85.0,995.43,2.5,0,0,1,0,1,0,0,0,0,1,0,2,Rainy
32.0,93,9.5,80.0,1019.7,3.5,0,0,0,1,1,0,0,0,0,1,0,0,Rainy
23.0,79,13.0,12.0,1008.13,6.5,0,0,1,0,0,1,0,0,1,0,0,2,Cloudy
11.0,61,10.0,32.0,1005.8,8.0,0,0,0,1,1,0,0,0,0,0,1,3,Cloudy
25.0,63,10.5,37.0,1007.63,7.5,0,0,0,1,0,0,1,0,1,0,0,2,Cloudy
25.0,32,0.0,1.0,1018.38,7.5,0,0,0,1,0,0,0,1,1,0,0,10,Sunny
22.0,76,7.5,41.0,1015.21,7.0,0,0,0,1,0,1,0,0,1,0,0,3,Cloudy
10.0,70,0.5,11.0,1007.78,14.0,0,0,1,0,1,0,0,0,1,0,0,13,Cloudy
29.0,65,7.5,53.0,1016.71,3.0,0,0,0,1,0,1,0,0,0,0,1,2,Rainy
26.0,41,5.5,7.0,1024.71,9.0,1,0,0,0,1,0,0,0,0,1,0,8,Sunny
-1.0,99,1.0,97.0,985.98,3.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
27.0,61,8.0,21.0,1005.11,7.5,0,0,1,0,0,1,0,0,0,0,1,1,Cloudy
26.0,55,8.5,40.0,1008.01,6.5,0,0,0,1,1,0,0,0,1,0,0,2,Cloudy
24.0,53,8.5,2.0,1014.43,8.0,1,0,0,0,0,1,0,0,0,0,1,7,Sunny
30.0,54,6.5,16.0,1004.63,8.5,0,0,0,1,0,0,0,1,0,1,0,3,Cloudy
-10.0,90,8.0,62.0,993.68,2.0,0,0,1,0,0,0,0,1,0,0,1,1,Snowy
30.0,58,4.0,19.0,1014.68,9.0,1,0,0,0,0,0,1,0,0,1,0,9,Sunny
27.0,63,17.0,67.0,994.22,3.0,0,0,0,1,0,1,0,0,1,0,0,3,Rainy
23.0,64,8.0,0.0,1015.84,9.0,0,0,0,1,0,0,1,0,0,1,0,5,Sunny
-9.0,76,15.5,59.0,980.94,4.0,0,0,1,0,0,0,0,1,0,1,0,1,Snowy
31.0,70,8.0,42.0,1015.08,6.5,0,0,1,0,1,0,0,0,0,1,0,3,Cloudy
